contrast,dissimilarity,homogeneity,energy,correlation,entropy,asm
[0.0],[0.0],[1.0],[0.034148690547532966],[70865107282.72275],[4.680542302310041],[0.034148690547532966]
[0.0],[0.0],[1.0],[0.00914304911561279],[210379349773.2442],[5.119159756531616],[0.00914304911561279]
[0.0],[0.0],[1.0],[0.006372346229679323],[243381880094.02075],[5.268334606444287],[0.006372346229679323]
[0.0],[0.0],[1.0],[0.008125219463099007],[240442437438.6775],[5.210430859897697],[0.008125219463099007]
[0.0],[0.0],[1.0],[0.014660244911702633],[161299149827.3823],[4.819981814910962],[0.014660244911702633]
[0.0],[0.0],[1.0],[0.008521284350388422],[199848038835.58698],[5.12291125017691],[0.008521284350388422]
[0.0],[0.0],[1.0],[0.006418741126278056],[215137407281.34116],[5.303461235536197],[0.006418741126278056]
[0.0],[0.0],[1.0],[0.023077653839986993],[67536465028.74183],[4.923844507907477],[0.023077653839986993]
[0.0],[0.0],[1.0],[0.03765743846261695],[58803733936.164604],[4.576368987542411],[0.03765743846261695]
[0.0],[0.0],[0.9999999999999999],[0.02564230656115627],[87697762847.7992],[4.504150086535378],[0.02564230656115627]
[0.0],[0.0],[1.0],[0.02076575778977576],[105601305858.48535],[4.929766519844111],[0.02076575778977576]
[0.0],[0.0],[1.0],[0.015704950155131906],[138425688184.9018],[4.977083818384893],[0.015704950155131906]
[0.0],[0.0],[0.9999999999999999],[0.016643776043008898],[139803681629.11084],[4.852384316924338],[0.016643776043008898]
[0.0],[0.0],[1.0],[0.01142983681480719],[177743019398.42358],[5.084234357193349],[0.01142983681480719]
[0.0],[0.0],[0.9999999999999999],[0.02022211526793334],[114110990469.02435],[4.757422650649815],[0.02022211526793334]
[0.0],[0.0],[1.0],[0.03024352639362897],[71173296392.65097],[4.764767000236144],[0.03024352639362897]
[0.0],[0.0],[1.0],[0.015425774278673293],[161673302771.00195],[4.743120955247354],[0.015425774278673293]
[0.0],[0.0],[1.0],[0.01984670098997302],[107889703007.06252],[4.961443788760294],[0.01984670098997302]
[0.0],[0.0],[1.0],[0.01691515901856801],[146790115092.48865],[4.654288299027031],[0.01691515901856801]
[0.0],[0.0],[1.0],[0.03878782078904288],[59027378266.620445],[4.649938162330265],[0.03878782078904288]
[0.0],[0.0],[1.0],[0.023616791262842544],[88776432810.05371],[4.918546437276278],[0.023616791262842544]
[0.0],[0.0],[1.0],[0.01689660336083672],[127689475409.89941],[4.9823935377901805],[0.01689660336083672]
[0.0],[0.0],[1.0],[0.026861000697685787],[88765753425.81117],[4.5512593593254405],[0.026861000697685787]
[0.0],[0.0],[0.9999999999999999],[0.016537535667908658],[126925367505.17717],[4.8401665433600725],[0.016537535667908658]
[0.0],[0.0],[1.0],[0.013948350949487626],[165437080598.35126],[4.821645116060058],[0.013948350949487626]
[0.0],[0.0],[0.9999999999999998],[0.014127127749539658],[133417200932.84218],[5.047286601523503],[0.014127127749539658]
[0.0],[0.0],[0.9999999999999999],[0.03889431849254948],[61160811383.32012],[4.770991541391603],[0.03889431849254948]
[0.0],[0.0],[1.0],[0.030144793740981307],[81217352806.6965],[4.769562318905677],[0.030144793740981307]
[0.0],[0.0],[1.0],[0.015385724142598216],[139165702354.8697],[5.027201947190384],[0.015385724142598216]
[0.0],[0.0],[1.0],[0.01956340293800848],[113017112987.21922],[4.727452133125615],[0.01956340293800848]
[0.0],[0.0],[1.0],[0.023843102582189635],[101910161125.52354],[4.851894072905601],[0.023843102582189635]
[0.0],[0.0],[1.0],[0.03982668547375185],[59801896408.67776],[4.647322394581786],[0.03982668547375185]
[0.0],[0.0],[1.0],[0.01042873617557691],[184202500823.24878],[5.088026362425412],[0.01042873617557691]
[0.0],[0.0],[1.0],[0.029145649576313926],[89201196224.39339],[4.438573249718163],[0.029145649576313926]
[0.0],[0.0],[1.0],[0.01363593875119625],[147745951395.1604],[5.004105307713543],[0.01363593875119625]
[0.0],[0.0],[1.0],[0.02112930210021122],[102325140658.77051],[4.740241722009097],[0.02112930210021122]
[0.0],[0.0],[1.0],[0.02062822415492553],[112082357687.55072],[4.740073776782581],[0.02062822415492553]
[0.0],[0.0],[1.0000000000000002],[0.01550815957273863],[133934229384.36423],[5.088103706605711],[0.01550815957273863]
[0.0],[0.0],[1.0],[0.028384033753170588],[77107140865.75726],[4.78194453220712],[0.028384033753170588]
[0.0],[0.0],[1.0],[0.01338245684223393],[161818525111.63306],[5.091892274511066],[0.01338245684223393]
[0.0],[0.0],[1.0],[0.02968922355578536],[73213199934.04575],[4.7872095807569215],[0.02968922355578536]
[0.0],[0.0],[1.0],[0.015384686724868422],[142142124627.33368],[4.88272277834944],[0.015384686724868422]
[0.0],[0.0],[1.0],[0.013537686007567308],[159057756042.5271],[4.9390272706854415],[0.013537686007567308]
[0.0],[0.0],[1.0],[0.029685649940680018],[76580699244.01666],[4.659982091469697],[0.029685649940680018]
[0.0],[0.0],[1.0],[0.02160775852788743],[101289739085.27536],[4.970755790296278],[0.02160775852788743]
[0.0],[0.0],[1.0],[0.016905748785156837],[124485702758.51768],[4.8175729734200825],[0.016905748785156837]
[0.0],[0.0],[0.9999999999999999],[0.022178360097924787],[101077776086.00624],[4.773007890800067],[0.022178360097924787]
[0.0],[0.0],[1.0],[0.014537571730027765],[167065361186.7304],[5.064366548032687],[0.014537571730027765]
[0.0],[0.0],[1.0],[0.021092286467052048],[88453109480.12485],[4.733195350466231],[0.021092286467052048]
[0.0],[0.0],[1.0],[0.023994766894538756],[89596386835.47241],[4.872356199477952],[0.023994766894538756]
[0.0],[0.0],[1.0],[0.024401583403272278],[99892255324.80936],[4.837228226708307],[0.024401583403272278]
[0.0],[0.0],[0.9999999999999999],[0.010224517635492147],[214112701609.91833],[5.049417560450443],[0.010224517635492147]
[0.0],[0.0],[1.0],[0.03742923018638761],[47435016891.47624],[4.793088793500448],[0.03742923018638761]
[0.0],[0.0],[1.0],[0.033229578868376124],[61162594560.01537],[4.5184028444682465],[0.033229578868376124]
[0.0],[0.0],[0.9999999999999999],[0.013882367711202936],[133469255014.61725],[5.03342582618352],[0.013882367711202936]
[0.0],[0.0],[0.9999999999999998],[0.018114585341289867],[110542007828.86613],[4.783526911961513],[0.018114585341289867]
[0.0],[0.0],[1.0],[0.019587968092144033],[90068922817.17331],[4.9739321335857305],[0.019587968092144033]
[0.0],[0.0],[1.0],[0.02089912071008224],[95600657319.59622],[4.8913979152284215],[0.02089912071008224]
[0.0],[0.0],[1.0],[0.026489470703230038],[75255575281.44716],[4.468652680918032],[0.026489470703230038]
[0.0],[0.0],[1.0],[0.017897342373170377],[116752982860.19293],[4.771718164331929],[0.017897342373170377]
[0.0],[0.0],[1.0],[0.022877627036452547],[76091766323.18608],[4.795299598870058],[0.022877627036452547]
[0.0],[0.0],[0.9999999999999998],[0.016219116524787303],[109130113477.57819],[4.796078393550393],[0.016219116524787303]
[0.0],[0.0],[1.0],[0.037675075166197725],[63295543447.66428],[4.208901509155496],[0.037675075166197725]
[0.0],[0.0],[1.0],[0.03583926652776391],[68815961343.05493],[4.364104840549069],[0.03583926652776391]
[0.0],[0.0],[1.0],[0.021577819909004217],[86987131724.75876],[4.861085111769064],[0.021577819909004217]
[0.0],[0.0],[1.0],[0.03412888009927987],[64884152580.826584],[4.57327965561735],[0.03412888009927987]
[0.0],[0.0],[1.0],[0.017986305017130274],[107566011692.0782],[4.866959600386712],[0.017986305017130274]
[0.0],[0.0],[1.0],[0.014417141518186294],[129117960051.06094],[4.927947393180299],[0.014417141518186294]
[0.0],[0.0],[1.0],[0.01665255954763626],[112426470356.85237],[4.991599164789833],[0.01665255954763626]
[0.0],[0.0],[0.9999999999999999],[0.01816718538879369],[85212382642.06439],[4.734634070557311],[0.01816718538879369]
[0.0],[0.0],[1.0],[0.03366645845616465],[69896775590.3464],[4.631768582233438],[0.03366645845616465]
[0.0],[0.0],[1.0],[0.03203423893027449],[63147254933.08655],[4.720476848578701],[0.03203423893027449]
[0.0],[0.0],[1.0000000000000002],[0.023204684467085256],[89049229904.44229],[4.607192407234951],[0.023204684467085256]
[0.0],[0.0],[0.9999999999999999],[0.018767784236482794],[102031878841.53291],[4.735784094275747],[0.018767784236482794]
[0.0],[0.0],[1.0],[0.01709739933503537],[93122704449.91931],[5.020949370123768],[0.01709739933503537]
[0.0],[0.0],[1.0],[0.01666410546295135],[119902546893.07893],[5.021703110036678],[0.01666410546295135]
[0.0],[0.0],[0.9999999999999999],[0.015658390033706268],[119739621485.1383],[4.918943636081852],[0.015658390033706268]
[0.0],[0.0],[1.0],[0.02205250425906024],[73017812281.89186],[4.945715990624239],[0.02205250425906024]
[0.0],[0.0],[1.0],[0.03731701138357897],[59326310953.378334],[4.5705654026946165],[0.03731701138357897]
[0.0],[0.0],[1.0],[0.026317278210562657],[85655489713.71272],[4.471109123047628],[0.026317278210562657]
[0.0],[0.0],[1.0],[0.015141764610572808],[147133679545.08823],[4.9515779010152725],[0.015141764610572808]
[0.0],[0.0],[1.0],[0.011643955649121497],[145089135526.67432],[5.124732679650715],[0.011643955649121497]
[0.0],[0.0],[1.0],[0.02030791023814417],[105668939434.68658],[4.9492751440651865],[0.02030791023814417]
[0.0],[0.0],[1.0],[0.02399821731440019],[87602220065.42603],[4.905616311779243],[0.02399821731440019]
[0.0],[0.0],[1.0],[0.02726031148611717],[77658274982.57727],[4.732088881401657],[0.02726031148611717]
[0.0],[0.0],[1.0],[0.040156640838604055],[52961560816.97642],[4.311577971503194],[0.040156640838604055]
[0.0],[0.0],[1.0],[0.015674611882635855],[142653557850.2118],[4.855951570314138],[0.015674611882635855]
[0.0],[0.0],[1.0],[0.025144894211096072],[85078663687.01822],[4.856306664814483],[0.025144894211096072]
[0.0],[0.0],[1.0],[0.019660355507853285],[92986362473.72485],[4.769729570513688],[0.019660355507853285]
[0.0],[0.0],[0.9999999999999999],[0.015620705344344482],[137514412995.71252],[5.015214846014809],[0.015620705344344482]
[0.0],[0.0],[1.0],[0.005995721708918239],[268334077172.43762],[5.284540013680081],[0.005995721708918239]
[0.0],[0.0],[1.0],[0.02440160083162874],[99892192012.08813],[4.837224810265664],[0.02440160083162874]
[0.0],[0.0],[1.0],[0.0505354658372258],[50513506003.50006],[4.389890996126445],[0.0505354658372258]
[0.0],[0.0],[1.0],[0.02119624589211528],[106769373937.51553],[4.836997971290551],[0.02119624589211528]
[0.0],[0.0],[1.0],[0.013939936756298838],[95602694984.2021],[5.059058491808602],[0.013939936756298838]
[0.0],[0.0],[1.0],[0.020968591164885166],[78948155556.51407],[5.037937498097467],[0.020968591164885166]
[0.0],[0.0],[1.0],[0.011362524167934075],[173044644069.79782],[5.131488136869583],[0.011362524167934075]
[0.0],[0.0],[1.0],[0.024085694397029653],[78930329665.41333],[4.945563538564199],[0.024085694397029653]
[0.0],[0.0],[1.0],[0.01051262972218395],[130851068131.66193],[5.236545666323245],[0.01051262972218395]
[0.0],[0.0],[1.0],[0.0055496412074975965],[285437345381.1975],[5.400102739236043],[0.0055496412074975965]
[0.0],[0.0],[0.9999999999999999],[0.01065023055015488],[205864051467.80182],[5.062957815285037],[0.01065023055015488]
[0.0],[0.0],[1.0],[0.014608166993804583],[194277700927.57898],[4.708770917582269],[0.014608166993804583]
[0.0],[0.0],[1.0000000000000002],[0.0190696720470042],[107111307818.83109],[4.988867256255867],[0.0190696720470042]
[0.0],[0.0],[1.0],[0.018042646075315874],[155118718348.69678],[4.565532760745983],[0.018042646075315874]
[0.0],[0.0],[1.0],[0.0074911232176961395],[237932319549.48065],[5.254539861017015],[0.0074911232176961395]
[0.0],[0.0],[1.0],[0.030607593544439607],[74626155470.37949],[4.805908594496728],[0.030607593544439607]
[0.0],[0.0],[1.0],[0.02339396892625899],[64300435867.48667],[4.980889380585496],[0.02339396892625899]
[0.0],[0.0],[1.0],[0.03783251082202774],[62968274293.984856],[4.6164500082691635],[0.03783251082202774]
[0.0],[0.0],[1.0],[0.007985302640500451],[223891507502.99432],[5.241934654405474],[0.007985302640500451]
[0.0],[0.0],[1.0],[0.02339067754637264],[76167635635.05852],[5.035112784046527],[0.02339067754637264]
[0.0],[0.0],[1.0],[0.02990955767418873],[104417510800.41945],[4.202375238987126],[0.02990955767418873]
[0.0],[0.0],[1.0],[0.023542308476341128],[70790971119.62016],[4.934521082468481],[0.023542308476341128]
[0.0],[0.0],[1.0],[0.020682832763871638],[88850109864.54446],[5.0482271868518005],[0.020682832763871638]
[0.0],[0.0],[1.0],[0.014070070085255104],[142505685147.6312],[5.068641669139372],[0.014070070085255104]
[0.0],[0.0],[1.0],[0.008786632497247045],[138059563830.3778],[5.199284044611658],[0.008786632497247045]
[0.0],[0.0],[0.9999999999999999],[0.015803499593375864],[160077344127.95062],[4.856749683064111],[0.015803499593375864]
[0.0],[0.0],[1.0],[0.0325330835159201],[52537593197.0635],[4.912583406387637],[0.0325330835159201]
[0.0],[0.0],[1.0],[0.027419483205385807],[86330674740.76488],[4.826089348700623],[0.027419483205385807]
[0.0],[0.0],[1.0],[0.04037941457730162],[47996641060.9238],[4.710777696951851],[0.04037941457730162]
[0.0],[0.0],[1.0],[0.024436766015234857],[76764390492.70917],[4.911383518496691],[0.024436766015234857]
[0.0],[0.0],[0.9999999999999999],[0.0492605242703957],[40988483804.74605],[4.663502250840139],[0.0492605242703957]
[0.0],[0.0],[0.9999999999999999],[0.01596173668340078],[128352376738.5179],[4.960151026219828],[0.01596173668340078]
[0.0],[0.0],[1.0000000000000002],[0.006695486616380706],[246524438312.11383],[5.217087413535065],[0.006695486616380706]
[0.0],[0.0],[0.9999999999999999],[0.013170532990201739],[93474309568.2839],[5.058676303898509],[0.013170532990201739]
[0.0],[0.0],[1.0],[0.04757877487341234],[42243270031.08745],[4.576161830172163],[0.04757877487341234]
[0.0],[0.0],[1.0],[0.03963832616020249],[65757085029.52475],[4.504511048773726],[0.03963832616020249]
[0.0],[0.0],[1.0],[0.014085164573311522],[154510222787.9956],[5.044175483793581],[0.014085164573311522]
[0.0],[0.0],[1.0],[0.013278369406702363],[123379497682.7425],[5.172536111712844],[0.013278369406702363]
[0.0],[0.0],[0.9999999999999999],[0.022523755651063737],[66508037892.26686],[5.001569834386789],[0.022523755651063737]
[0.0],[0.0],[1.0],[0.029055231772836893],[103362181845.54663],[4.2271097748690245],[0.029055231772836893]
[0.0],[0.0],[1.0],[0.031987252473717726],[71110536358.23453],[4.79937997434292],[0.031987252473717726]
[0.0],[0.0],[1.0],[0.018189296115259865],[91581970332.13913],[4.973107184924081],[0.018189296115259865]
[0.0],[0.0],[1.0],[0.01478773792935037],[97528254175.7318],[5.090465241775491],[0.01478773792935037]
[0.0],[0.0],[1.0],[0.02130786415715783],[92410463005.62448],[4.96070065872372],[0.02130786415715783]
[0.0],[0.0],[1.0],[0.034769525405659085],[61106674127.56212],[4.611562726838557],[0.034769525405659085]
[0.0],[0.0],[1.0],[0.018765046035438143],[72753079722.5326],[5.008220513945069],[0.018765046035438143]
[0.0],[0.0],[0.9999999999999999],[0.02877006788632018],[71485941408.33673],[4.82458642637457],[0.02877006788632018]
[0.0],[0.0],[0.9999999999999999],[0.062039274857565524],[24993445268.3813],[4.387632298165221],[0.062039274857565524]
[0.0],[0.0],[1.0],[0.021668967773743587],[91052806821.345],[4.849263361991673],[0.021668967773743587]
[0.0],[0.0],[1.0],[0.010807042135300102],[190041660265.04645],[5.133666352705999],[0.010807042135300102]
[0.0],[0.0],[1.0],[0.010978902156493994],[182088732142.87207],[5.126378383671108],[0.010978902156493994]
[0.0],[0.0],[1.0],[0.008004797154225361],[182228922449.76025],[5.334198450082038],[0.008004797154225361]
[0.0],[0.0],[1.0],[0.015675988855841847],[172138351040.92313],[4.711704595286384],[0.015675988855841847]
[0.0],[0.0],[1.0],[0.025421622628669288],[67414135262.055466],[4.956386387159555],[0.025421622628669288]
[0.0],[0.0],[1.0],[0.023901653335377568],[43205412800.14006],[4.847377631995822],[0.023901653335377568]
[0.0],[0.0],[1.0],[0.008022263044703198],[180877607783.35846],[5.377661936653189],[0.008022263044703198]
[0.0],[0.0],[1.0],[0.029096142526237524],[54084314824.58538],[4.796575091766609],[0.029096142526237524]
[0.0],[0.0],[1.0],[0.015778457995553663],[92105645661.28105],[5.066396514051384],[0.015778457995553663]
[0.0],[0.0],[1.0],[0.04817478247246243],[36266759886.43193],[4.590221067782603],[0.04817478247246243]
[0.0],[0.0],[0.9999999999999999],[0.015670900754725995],[88587947645.14275],[5.066690684431587],[0.015670900754725995]
[0.0],[0.0],[0.9999999999999999],[0.011611158964672984],[136876787187.51437],[5.149320941406329],[0.011611158964672984]
[0.0],[0.0],[1.0],[0.02858474161579294],[80710976012.25363],[4.7880467994469065],[0.02858474161579294]
[0.0],[0.0],[0.9999999999999999],[0.01810516319861538],[102528539831.85876],[5.025662692598907],[0.01810516319861538]
[0.0],[0.0],[1.0],[0.023979637323811587],[81154952713.68094],[4.790677463491438],[0.023979637323811587]
[0.0],[0.0],[1.0],[0.027836257697943186],[63633178560.41726],[4.815899382685026],[0.027836257697943186]
[0.0],[0.0],[1.0],[0.02124184516639085],[81221276879.25562],[4.922873985740377],[0.02124184516639085]
[0.0],[0.0],[1.0],[0.01888737675676657],[81996711422.94443],[5.002879009433411],[0.01888737675676657]
[0.0],[0.0],[1.0],[0.00864722738028238],[191912840080.0978],[5.219319173296723],[0.00864722738028238]
[0.0],[0.0],[1.0],[0.03344432120128214],[58140158403.52663],[4.697076289857107],[0.03344432120128214]
[0.0],[0.0],[1.0],[0.05927341229020604],[25469765894.05226],[4.397438241028873],[0.05927341229020604]
[0.0],[0.0],[1.0],[0.018283690966359782],[115875539492.63977],[4.945011995319621],[0.018283690966359782]
[0.0],[0.0],[1.0],[0.010773118763865996],[189849713740.16992],[5.118792608760339],[0.010773118763865996]
[0.0],[0.0],[1.0],[0.022421849225335796],[103322283673.45598],[4.857922054789651],[0.022421849225335796]
[0.0],[0.0],[1.0],[0.05201740491344689],[43207309942.14378],[4.547817821438336],[0.05201740491344689]
[0.0],[0.0],[0.9999999999999999],[0.04083968267534081],[44877814677.604294],[4.747805913970173],[0.04083968267534081]
[0.0],[0.0],[1.0],[0.03764222605651886],[46003588384.30911],[4.75901771862364],[0.03764222605651886]
[0.0],[0.0],[1.0],[0.027547071719761812],[53471469089.65382],[4.83514674294136],[0.027547071719761812]
[0.0],[0.0],[1.0],[0.011757586945195502],[102482039271.07982],[4.993728306333065],[0.011757586945195502]
[0.0],[0.0],[1.0],[0.0200350619214783],[86606859830.99718],[5.0303079718943],[0.0200350619214783]
[0.0],[0.0],[1.0],[0.021273086354360527],[105028783647.99832],[4.812599517375185],[0.021273086354360527]
[0.0],[0.0],[1.0],[0.01907901539360688],[102451596504.61978],[4.9784401184451035],[0.01907901539360688]
[0.0],[0.0],[1.0000000000000002],[0.015439210050970683],[92773452725.38959],[5.102392382533223],[0.015439210050970683]
[0.0],[0.0],[1.0],[0.007687738343391726],[162065551228.92194],[5.324431225045651],[0.007687738343391726]
[0.0],[0.0],[1.0],[0.013229866714159828],[143093539744.27237],[4.987566630081403],[0.013229866714159828]
[0.0],[0.0],[1.0],[0.02595176109249244],[80862944701.04477],[4.819974813107631],[0.02595176109249244]
[0.0],[0.0],[1.0],[0.016053176577560314],[85894135588.07416],[5.049548312309996],[0.016053176577560314]
[0.0],[0.0],[1.0],[0.024364862437485965],[57459490832.3936],[4.9216498711359105],[0.024364862437485965]
[0.0],[0.0],[0.9999999999999999],[0.034487512056672935],[57991766051.23482],[4.752664844502632],[0.034487512056672935]
[0.0],[0.0],[0.9999999999999999],[0.012895917913225145],[86713458516.19841],[5.115731601701465],[0.012895917913225145]
[0.0],[0.0],[1.0],[0.014714396071148262],[192249159948.73373],[4.710923679634176],[0.014714396071148262]
[0.0],[0.0],[1.0],[0.0466965593853455],[41295151666.32756],[4.7234016442090425],[0.0466965593853455]
[0.0],[0.0],[0.9999999999999999],[0.010746512790892594],[168253369044.9994],[5.198062232367566],[0.010746512790892594]
[0.0],[0.0],[1.0],[0.013981814978131592],[99457513346.45009],[5.1172854181550145],[0.013981814978131592]
[0.0],[0.0],[1.0],[0.04273825686258839],[43060127724.4301],[4.7385763887394585],[0.04273825686258839]
[0.0],[0.0],[1.0],[0.010839929331990466],[185140960255.02667],[5.151110662675952],[0.010839929331990466]
[0.0],[0.0],[0.9999999999999999],[0.018834701916999732],[107333888772.95792],[4.972021099818859],[0.018834701916999732]
[0.0],[0.0],[1.0],[0.029521730562154],[66180138840.50141],[4.800331607253136],[0.029521730562154]
[0.0],[0.0],[0.9999999999999999],[0.02871988972808079],[48331098568.24254],[4.7957972481346145],[0.02871988972808079]
[0.0],[0.0],[1.0],[0.008419905519102884],[154301664304.48068],[5.26573718976361],[0.008419905519102884]
[0.0],[0.0],[1.0],[0.03784791118016543],[58396419450.597404],[4.597211272712503],[0.03784791118016543]
[0.0],[0.0],[1.0],[0.029305841336988207],[62988480568.03194],[4.782546583447265],[0.029305841336988207]
[0.0],[0.0],[1.0],[0.07800825569671287],[35328805339.5912],[4.060300819449515],[0.07800825569671287]
[0.0],[0.0],[1.0],[0.015598836041759316],[116210649638.32236],[5.147976492627249],[0.015598836041759316]
[0.0],[0.0],[1.0],[0.01583988418179978],[129109216742.16772],[4.962959466564154],[0.01583988418179978]
[0.0],[0.0],[1.0],[0.020893498750896723],[91661037945.90306],[4.985466491817439],[0.020893498750896723]
[0.0],[0.0],[1.0],[0.0391325731393552],[74787287080.1334],[4.4440360831715155],[0.0391325731393552]
[0.0],[0.0],[1.0],[0.03192140779808297],[58075484627.55249],[4.942933249241086],[0.03192140779808297]
[0.0],[0.0],[0.9999999999999999],[0.02465913554442276],[101253992278.065],[4.852469107451025],[0.02465913554442276]
[0.0],[0.0],[1.0],[0.030728378706973796],[70560784702.70953],[4.9038561055126895],[0.030728378706973796]
[0.0],[0.0],[0.9999999999999999],[0.03502825547524343],[64374434448.41079],[4.834214699628873],[0.03502825547524343]
[0.0],[0.0],[1.0],[0.01351015735895053],[168159818808.9673],[5.016556269962686],[0.01351015735895053]
[0.0],[0.0],[1.0],[0.010162324683722515],[226100229491.55377],[5.112641644836801],[0.010162324683722515]
[0.0],[0.0],[1.0],[0.006537696255314827],[330516580940.98444],[5.233061834023512],[0.006537696255314827]
[0.0],[0.0],[1.0],[0.049193138495390254],[50799965609.143745],[4.710801955486681],[0.049193138495390254]
[0.0],[0.0],[1.0],[0.004651456385705865],[315830944400.3856],[5.4243328153886345],[0.004651456385705865]
[0.0],[0.0],[1.0],[0.015742573162689493],[128110358203.8038],[5.127300411519167],[0.015742573162689493]
[0.0],[0.0],[0.9999999999999999],[0.02307862562931338],[92659417858.89532],[4.997726108777589],[0.02307862562931338]
[0.0],[0.0],[1.0],[0.03737197291665163],[67285735419.61719],[4.670444155184105],[0.03737197291665163]
[0.0],[0.0],[0.9999999999999999],[0.03610083493501737],[57635568472.22543],[4.910474160095021],[0.03610083493501737]
[0.0],[0.0],[1.0],[0.018699562387528335],[99136660239.85724],[5.025466112488078],[0.018699562387528335]
[0.0],[0.0],[1.0],[0.0351170452540494],[72417460172.45596],[4.6975723188372935],[0.0351170452540494]
[0.0],[0.0],[1.0],[0.03788584998081628],[60549335461.82262],[4.739939172520497],[0.03788584998081628]
[0.0],[0.0],[1.0],[0.03680677845668142],[59067906775.20459],[4.858487972060503],[0.03680677845668142]
[0.0],[0.0],[1.0],[0.04405840740892188],[45665720428.01199],[4.671216964364682],[0.04405840740892188]
[0.0],[0.0],[1.0],[0.019104114735083035],[121986829812.33154],[4.949042505312028],[0.019104114735083035]
[0.0],[0.0],[1.0],[0.011798825572590932],[169562381418.98862],[5.180732636654971],[0.011798825572590932]
[0.0],[0.0],[1.0],[0.048815606828801816],[51118017568.78706],[4.577385672968709],[0.048815606828801816]
[0.0],[0.0],[1.0],[0.011589672461331985],[218672279535.122],[5.039649566318692],[0.011589672461331985]
[0.0],[0.0],[1.0],[0.03556570090385222],[52831248723.79129],[4.785050608806172],[0.03556570090385222]
[0.0],[0.0],[1.0],[0.03358696709896093],[67719086375.21115],[4.858524201003026],[0.03358696709896093]
[0.0],[0.0],[0.9999999999999998],[0.03259678174802174],[51351813378.72751],[4.891782991130335],[0.03259678174802174]
[0.0],[0.0],[0.9999999999999999],[0.024790031095134255],[93793940640.02112],[4.8746119917754545],[0.024790031095134255]
[0.0],[0.0],[1.0],[0.034820053892763325],[53949276018.47691],[4.874555084726351],[0.034820053892763325]
[0.0],[0.0],[1.0],[0.006638692748016218],[265287982330.45963],[5.266521205614334],[0.006638692748016218]
[0.0],[0.0],[1.0],[0.053077529804777666],[58882120679.10753],[4.3316965265708705],[0.053077529804777666]
[0.0],[0.0],[1.0],[0.01833730834005573],[127844098162.39691],[4.977075077552518],[0.01833730834005573]
[0.0],[0.0],[1.0],[0.0592856619330479],[49982587903.97528],[4.321517298583139],[0.0592856619330479]
[0.0],[0.0],[1.0],[0.019023735268548232],[106882818331.85715],[4.933749030752486],[0.019023735268548232]
[0.0],[0.0],[1.0],[0.03576899693076832],[63159453242.234505],[4.8226579335635265],[0.03576899693076832]
[0.0],[0.0],[1.0],[0.010590227736652883],[234147431258.3909],[5.055731011670485],[0.010590227736652883]
[0.0],[0.0],[1.0],[0.033524912392766455],[57067013924.61681],[4.720828451500156],[0.033524912392766455]
[0.0],[0.0],[1.0],[0.027830572832387695],[88327357510.8706],[4.74543179982001],[0.027830572832387695]
[0.0],[0.0],[0.9999999999999999],[0.05984008048358603],[38508488304.3914],[4.576141061042667],[0.05984008048358603]
[0.0],[0.0],[1.0],[0.011755524708637706],[227448503081.94785],[4.834420593086282],[0.011755524708637706]
[0.0],[0.0],[0.9999999999999999],[0.024197625777113735],[111482439635.94366],[4.768820083240893],[0.024197625777113735]
[0.0],[0.0],[1.0],[0.06725752834336693],[40036710459.7433],[4.502091979038758],[0.06725752834336693]
[0.0],[0.0],[1.0],[0.03232930801132958],[62571022284.20538],[4.943418295296232],[0.03232930801132958]
[0.0],[0.0],[1.0],[0.04410102676634813],[50663577645.75758],[4.692068787530829],[0.04410102676634813]
[0.0],[0.0],[1.0],[0.049954333203869786],[50097219026.941246],[4.557082145626861],[0.049954333203869786]
[0.0],[0.0],[1.0],[0.03210830745385547],[78600616179.5038],[4.827052385665171],[0.03210830745385547]
[0.0],[0.0],[1.0],[0.005280768040912684],[338587945902.254],[5.341362266707006],[0.005280768040912684]
[0.0],[0.0],[0.9999999999999999],[0.005927923099576257],[331709564291.46277],[5.258201525530465],[0.005927923099576257]
[0.0],[0.0],[1.0],[0.014139535109102076],[110668973061.00769],[4.985262922778171],[0.014139535109102076]
[0.0],[0.0],[0.9999999999999999],[0.017915975506649078],[68361706309.630775],[4.885596435064087],[0.017915975506649078]
[0.0],[0.0],[1.0],[0.04171038397914682],[59409263046.050674],[4.507128157444673],[0.04171038397914682]
[0.0],[0.0],[1.0],[0.015276953112256058],[127983751543.36087],[5.041818987656685],[0.015276953112256058]
[0.0],[0.0],[1.0],[0.017674536340204543],[108426158870.14339],[4.980867123032147],[0.017674536340204543]
[0.0],[0.0],[0.9999999999999999],[0.008924274450644443],[203546993578.28397],[5.186660863771612],[0.008924274450644443]
[0.0],[0.0],[1.0],[0.013029624355566156],[166816122915.0595],[4.965492558060705],[0.013029624355566156]
[0.0],[0.0],[1.0],[0.044607076283638955],[54268055266.39922],[4.486538626783384],[0.044607076283638955]
[0.0],[0.0],[1.0],[0.012987129868551828],[154278975145.89868],[4.933883480047234],[0.012987129868551828]
[0.0],[0.0],[1.0],[0.027733311012492712],[57426891562.46312],[4.905298040078478],[0.027733311012492712]
[0.0],[0.0],[1.0],[0.0201596595189329],[137326162313.85895],[4.4925871273811975],[0.0201596595189329]
